month,level_2,value
2019-03,Housing & Utilities,100.804
2019-03,Transport,98.892
2019-04,Food,99.667
2019-04,Food Excl Food Serving Services,99.515
2019-04,Food Serving Services,99.74
2019-04,Housing & Utilities,98.008
2019-04,Transport,101.316
2019-05,Food,99.779
2019-05,Food Excl Food Serving Services,99.587
2019-05,Food Serving Services,99.871
2019-05,Housing & Utilities,100.373
2019-05,Transport,101.517
2019-06,Food,99.862
2019-06,Food Excl Food Serving Services,99.62
2019-06,Food Serving Services,99.978
2019-06,Housing & Utilities,100.332
2019-06,Transport,99.765
2019-07,Food,99.947
2019-07,Food Excl Food Serving Services,99.673
2019-07,Food Serving Services,100.078
2019-07,Housing & Utilities,99.04
2019-07,Transport,99.328
2019-08,Food,100.163
2019-08,Food Excl Food Serving Services,99.935
2019-08,Food Serving Services,100.272
2019-08,Housing & Utilities,100.598
2019-08,Transport,100.437
2019-09,Food,100.297
2019-09,Food Excl Food Serving Services,100.257
2019-09,Food Serving Services,100.316
2019-09,Housing & Utilities,100.594
2019-09,Transport,99.847
2019-10,Food,100.433
2019-10,Food Excl Food Serving Services,100.57
2019-10,Food Serving Services,100.368
2019-10,Housing & Utilities,98.823
2019-10,Transport,100.689
2019-11,Food,100.459
2019-11,Food Excl Food Serving Services,100.481
2019-11,Food Serving Services,100.448
2019-11,Housing & Utilities,100.412
2019-11,Transport,100.427
2019-12,Food,100.615
2019-12,Food Excl Food Serving Services,100.641
2019-12,Food Serving Services,100.603
2019-12,Housing & Utilities,100.455
2019-12,Transport,101.106
2020-01,Food,101.101
2020-01,Food Excl Food Serving Services,101.658
2020-01,Food Serving Services,100.835
2020-01,Housing & Utilities,99.24
2020-01,Transport,102.14
2020-02,Food,101.259
2020-02,Food Excl Food Serving Services,101.837
2020-02,Food Serving Services,100.983
2020-02,Housing & Utilities,100.683
2020-02,Transport,100.317
2020-03,Food,101.225
2020-03,Food Excl Food Serving Services,101.364
2020-03,Food Serving Services,101.159
2020-03,Housing & Utilities,100.725
2020-03,Transport,98.972
2020-04,Food,101.803
2020-04,Food Excl Food Serving Services,102.985
2020-04,Food Serving Services,101.238
2020-04,Housing & Utilities,98.072
2020-04,Transport,97.289
2020-05,Food,101.995
2020-05,Food Excl Food Serving Services,103.552
2020-05,Food Serving Services,101.252
2020-05,Housing & Utilities,100.498
2020-05,Transport,96.684
2020-06,Food,102.176
2020-06,Food Excl Food Serving Services,103.999
2020-06,Food Serving Services,101.305
2020-06,Housing & Utilities,100.487
2020-06,Transport,96.684
2020-07,Food,102.111
2020-07,Food Excl Food Serving Services,103.656
2020-07,Food Serving Services,101.373
2020-07,Housing & Utilities,98.266
2020-07,Transport,97.981
2020-08,Food,102.001
2020-08,Food Excl Food Serving Services,103.2
2020-08,Food Serving Services,101.429
2020-08,Housing & Utilities,99.849
2020-08,Transport,98.966
2020-09,Food,102.09
2020-09,Food Excl Food Serving Services,103.398
2020-09,Food Serving Services,101.465
2020-09,Housing & Utilities,99.869
2020-09,Transport,100.318
2020-10,Food,102.101
2020-10,Food Excl Food Serving Services,103.055
2020-10,Food Serving Services,101.646
2020-10,Housing & Utilities,98.516
2020-10,Transport,100.134
2020-11,Food,102.226
2020-11,Food Excl Food Serving Services,103.119
2020-11,Food Serving Services,101.8
2020-11,Housing & Utilities,100.149
2020-11,Transport,100.026
2020-12,Food,102.253
2020-12,Food Excl Food Serving Services,102.957
2020-12,Food Serving Services,101.917
2020-12,Housing & Utilities,100.209
2020-12,Transport,101.732
2021-01,Food,102.579
2021-01,Food Excl Food Serving Services,103.717
2021-01,Food Serving Services,102.035
2021-01,Housing & Utilities,98.951
2021-01,Transport,102.806
2021-02,Food,102.9
2021-02,Food Excl Food Serving Services,104.458
2021-02,Food Serving Services,102.156
2021-02,Housing & Utilities,100.387
2021-02,Transport,103.381
2021-03,Food,102.657
2021-03,Food Excl Food Serving Services,103.571
2021-03,Food Serving Services,102.221
2021-03,Housing & Utilities,100.503
2021-03,Transport,104.564
2021-04,Food,102.776
2021-04,Food Excl Food Serving Services,103.585
2021-04,Food Serving Services,102.39
2021-04,Housing & Utilities,98.517
2021-04,Transport,106.77
2021-05,Food,103.026
2021-05,Food Excl Food Serving Services,104.184
2021-05,Food Serving Services,102.473
2021-05,Housing & Utilities,101.128
2021-05,Transport,107.347
2021-06,Food,103.104
2021-06,Food Excl Food Serving Services,104.123
2021-06,Food Serving Services,102.618
2021-06,Housing & Utilities,101.335
2021-06,Transport,107.426
2021-07,Food,103.246
2021-07,Food Excl Food Serving Services,104.369
2021-07,Food Serving Services,102.71
2021-07,Housing & Utilities,100.173
2021-07,Transport,107.386
2021-08,Food,103.509
2021-08,Food Excl Food Serving Services,104.594
2021-08,Food Serving Services,102.991
2021-08,Housing & Utilities,102.003
2021-08,Transport,107.214
2021-09,Food,103.725
2021-09,Food Excl Food Serving Services,105.026
2021-09,Food Serving Services,103.103
2021-09,Housing & Utilities,102.169
2021-09,Transport,108.665
2021-10,Food,103.874
2021-10,Food Excl Food Serving Services,105.201
2021-10,Food Serving Services,103.24
2021-10,Housing & Utilities,101.223
2021-10,Transport,111.217
